INSERT INTO ALIMENT (REFERENCIA, NOM, PREU) VALUES
(1311, 'REF1311', 16, 26),
(1312, 'REF1312', 62, 31),
(1313, 'REF1313', 14, 8),
(1314, 'REF1314', 39, 25),
(1315, 'REF1315', 53, 29),
(1316, 'REF1316', 45, 35),
(1317, 'REF1317', 97, 44),
(1318, 'REF1318', 71, 47),
(1319, 'REF1319', 65, 13),
(1320, 'REF1320', 49, 22),
(1321, 'REF1321', 81, 29),
(1322, 'REF1322', 7, 12),
(1323, 'REF1323', 35, 16),
(1324, 'REF1324', 32, 16),
(1325, 'REF1325', 34, 18),
(1326, 'REF1326', 49, 9),
(1327, 'REF1327', 92, 30),
(1328, 'REF1328', 57, 5),
(1329, 'REF1329', 14, 15),
(1330, 'REF1330', 4, 15),
(1331, 'REF1331', 22, 22),
(1332, 'REF1332', 72, 26),
(1333, 'REF1333', 53, 40),
(1334, 'REF1334', 64, 31),
(1335, 'REF1335', 71, 4),
(1336, 'REF1336', 60, 1),
(1337, 'REF1337', 59, 26),
(1338, 'REF1338', 30, 40),
(1339, 'REF1339', 2, 20),
(1340, 'REF1340', 79, 4),
(1341, 'REF1341', 92, 5),
(1342, 'REF1342', 61, 23),
(1343, 'REF1343', 54, 19),
(1344, 'REF1344', 53, 42),
(1345, 'REF1345', 51, 12),
(1346, 'REF1346', 74, 14),
(1347, 'REF1347', 24, 45),
(1348, 'REF1348', 52, 24),
(1349, 'REF1349', 28, 17),
(1350, 'REF1350', 64, 42),
(1351, 'REF1351', 53, 37),
(1352, 'REF1352', 77, 11),
(1353, 'REF1353', 45, 20),
(1354, 'REF1354', 100, 10),
(1355, 'REF1355', 37, 25),
(1356, 'REF1356', 97, 34),
(1357, 'REF1357', 32, 48),
(1358, 'REF1358', 29, 46),
(1359, 'REF1359', 93, 3),
(1360, 'REF1360', 12, 11),
(1361, 'REF1361', 38, 35),
(1362, 'REF1362', 16, 43),
(1363, 'REF1363', 93, 5),
(1364, 'REF1364', 50, 35),
(1365, 'REF1365', 97, 26),
(1366, 'REF1366', 13, 22),
(1367, 'REF1367', 50, 3),
(1368, 'REF1368', 36, 9),
(1369, 'REF1369', 50, 4),
(1370, 'REF1370', 24, 44),
(1371, 'REF1371', 12, 39),
(1372, 'REF1372', 22, 28),
(1373, 'REF1373', 83, 38),
(1374, 'REF1374', 89, 48),
(1375, 'REF1375', 33, 37),
(1376, 'REF1376', 24, 29),
(1377, 'REF1377', 35, 42),
(1378, 'REF1378', 24, 12),
(1379, 'REF1379', 64, 16),
(1380, 'REF1380', 96, 7),
(1381, 'REF1381', 68, 7),
(1382, 'REF1382', 92, 40),
(1383, 'REF1383', 30, 46),
(1384, 'REF1384', 94, 38),
(1385, 'REF1385', 7, 10),
(1386, 'REF1386', 3, 22),
(1387, 'REF1387', 72, 37),
(1388, 'REF1388', 51, 7),
(1389, 'REF1389', 4, 21),
(1390, 'REF1390', 12, 7),
(1391, 'REF1391', 62, 34),
(1392, 'REF1392', 1, 24),
(1393, 'REF1393', 57, 26),
(1394, 'REF1394', 92, 29),
(1395, 'REF1395', 1, 17),
(1396, 'REF1396', 92, 14),
(1397, 'REF1397', 10, 34),
(1398, 'REF1398', 37, 5),
(1399, 'REF1399', 25, 42),
(1400, 'REF1400', 90, 16),
(1401, 'REF1401', 12, 37),
(1402, 'REF1402', 89, 35),
(1403, 'REF1403', 7, 38),
(1404, 'REF1404', 11, 16),
(1405, 'REF1405', 89, 35),
(1406, 'REF1406', 8, 10),
(1407, 'REF1407', 40, 16),
(1408, 'REF1408', 97, 28),
(1409, 'REF1409', 8, 13),
(1410, 'REF1410', 1, 11),
(1411, 'REF1411', 91, 13),
(1412, 'REF1412', 17, 37),
(1413, 'REF1413', 67, 19),
(1414, 'REF1414', 16, 31),
(1415, 'REF1415', 91, 21),
(1416, 'REF1416', 76, 26),
(1417, 'REF1417', 99, 41),
(1418, 'REF1418', 30, 9),
(1419, 'REF1419', 58, 26),
(1420, 'REF1420', 7, 5),
(1421, 'REF1421', 86, 6),
(1422, 'REF1422', 7, 11),
(1423, 'REF1423', 59, 33),
(1424, 'REF1424', 86, 32),
(1425, 'REF1425', 69, 5),
(1426, 'REF1426', 82, 26),
(1427, 'REF1427', 4, 9),
(1428, 'REF1428', 80, 48),
(1429, 'REF1429', 2, 46),
(1430, 'REF1430', 56, 27),
(1431, 'REF1431', 40, 38),
(1432, 'REF1432', 4, 17),
(1433, 'REF1433', 43, 26),
(1434, 'REF1434', 46, 16),
(1435, 'REF1435', 98, 44),
(1436, 'REF1436', 41, 35),
(1437, 'REF1437', 60, 8),
(1438, 'REF1438', 85, 50),
(1439, 'REF1439', 55, 50),
(1440, 'REF1440', 15, 37),
(1441, 'REF1441', 52, 10),
(1442, 'REF1442', 49, 38),
(1443, 'REF1443', 55, 24),
(1444, 'REF1444', 32, 1),
(1445, 'REF1445', 8, 13),
(1446, 'REF1446', 51, 18),
(1447, 'REF1447', 80, 2),
(1448, 'REF1448', 47, 29),
(1449, 'REF1449', 30, 26),
(1450, 'REF1450', 24, 8),
(1451, 'REF1451', 21, 16),
(1452, 'REF1452', 51, 5),
(1453, 'REF1453', 58, 10),
(1454, 'REF1454', 92, 29),
(1455, 'REF1455', 88, 15),
(1456, 'REF1456', 64, 6),
(1457, 'REF1457', 48, 4),
(1458, 'REF1458', 88, 20),
(1459, 'REF1459', 96, 15),
(1460, 'REF1460', 5, 33),
(1461, 'REF1461', 40, 3),
(1462, 'REF1462', 99, 21),
(1463, 'REF1463', 55, 15),
(1464, 'REF1464', 48, 7),
(1465, 'REF1465', 44, 42),
(1466, 'REF1466', 13, 28),
(1467, 'REF1467', 5, 14),
(1468, 'REF1468', 40, 36),
(1469, 'REF1469', 53, 18),
(1470, 'REF1470', 74, 50),
(1471, 'REF1471', 74, 1),
(1472, 'REF1472', 74, 12),
(1473, 'REF1473', 66, 36),
(1474, 'REF1474', 32, 34),
(1475, 'REF1475', 59, 49),
(1476, 'REF1476', 67, 19),
(1477, 'REF1477', 99, 26),
(1478, 'REF1478', 16, 50),
(1479, 'REF1479', 9, 29),
(1480, 'REF1480', 99, 10),
(1481, 'REF1481', 98, 44),
(1482, 'REF1482', 89, 48),
(1483, 'REF1483', 40, 14),
(1484, 'REF1484', 29, 44),
(1485, 'REF1485', 57, 20),
(1486, 'REF1486', 93, 2),
(1487, 'REF1487', 33, 5),
(1488, 'REF1488', 92, 39),
(1489, 'REF1489', 5, 32),
(1490, 'REF1490', 93, 28),
(1491, 'REF1491', 28, 50),
(1492, 'REF1492', 3, 23),
(1493, 'REF1493', 8, 12),
(1494, 'REF1494', 16, 49),
(1495, 'REF1495', 70, 50),
(1496, 'REF1496', 97, 47),
(1497, 'REF1497', 64, 48),
(1498, 'REF1498', 100, 46),
(1499, 'REF1499', 32, 8),
(1500, 'REF1500', 61, 50);

INSERT INTO VENDA (CODI, REFERENCIA, DATA, QUILOGRAMS, PREU) VALUES
(1, 'REF1', '2023-2-28', 89, 39),
(2, 'REF2', '2023-7-18', 66, 40),
(3, 'REF3', '2023-11-27', 36, 20),
(4, 'REF4', '2023-3-12', 37, 49),
(5, 'REF5', '2023-12-2', 97, 40),
(6, 'REF6', '2023-2-20', 64, 5),
(7, 'REF7', '2023-8-4', 65, 30),
(8, 'REF8', '2023-4-26', 76, 24),
(9, 'REF9', '2023-3-1', 100, 1),
(10, 'REF10', '2023-5-27', 29, 15),
(11, 'REF11', '2023-2-10', 92, 12),
(12, 'REF12', '2023-6-24', 13, 36),
(13, 'REF13', '2023-6-12', 80, 44),
(14, 'REF14', '2023-1-25', 77, 44),
(15, 'REF15', '2023-10-8', 90, 47),
(16, 'REF16', '2023-3-7', 26, 34),
(17, 'REF17', '2023-11-21', 95, 34),
(18, 'REF18', '2023-1-6', 14, 16),
(19, 'REF19', '2023-9-15', 67, 49),
(20, 'REF20', '2023-9-3', 48, 2),
(21, 'REF21', '2023-1-25', 46, 9),
(22, 'REF22', '2023-7-3', 98, 10),
(23, 'REF23', '2023-2-8', 19, 20),
(24, 'REF24', '2023-6-17', 9, 19),
(25, 'REF25', '2023-2-21', 4, 33),
(26, 'REF26', '2023-6-19', 23, 29),
(27, 'REF27', '2023-8-10', 11, 48),
(28, 'REF28', '2023-5-1', 44, 10),
(29, 'REF29', '2023-4-2', 70, 5),
(30, 'REF30', '2023-8-20', 42, 6),
(31, 'REF31', '2023-12-20', 28, 50),
(32, 'REF32', '2023-5-28', 45, 24),
(33, 'REF33', '2023-7-11', 25, 44),
(34, 'REF34', '2023-4-2', 10, 27),
(35, 'REF35', '2023-2-13', 37, 42),
(36, 'REF36', '2023-8-19', 55, 18),
(37, 'REF37', '2023-1-10', 5, 23),
(38, 'REF38', '2023-5-17', 85, 5),
(39, 'REF39', '2023-12-5', 32, 35),
(40, 'REF40', '2023-1-12', 60, 26),
(41, 'REF41', '2023-8-3', 3, 25),
(42, 'REF42', '2023-8-3', 27, 29),
(43, 'REF43', '2023-1-17', 77, 5),
(44, 'REF44', '2023-2-11', 45, 7),
(45, 'REF45', '2023-3-14', 43, 2),
(46, 'REF46', '2023-5-11', 96, 18),
(47, 'REF47', '2023-6-23', 16, 7),
(48, 'REF48', '2023-9-6', 76, 31),
(49, 'REF49', '2023-4-4', 34, 30),
(50, 'REF50', '2023-6-6', 28, 22),
(51, 'REF51', '2023-3-13', 46, 29),
(52, 'REF52', '2023-5-22', 40, 27),
(53, 'REF53', '2023-1-6', 96, 37),
(54, 'REF54', '2023-9-24', 78, 45),
(55, 'REF55', '2023-10-13', 48, 24),
(56, 'REF56', '2023-5-16', 57, 3),
(57, 'REF57', '2023-6-15', 65, 7),
(58, 'REF58', '2023-4-3', 35, 40),
(59, 'REF59', '2023-2-27', 50, 40),
(60, 'REF60', '2023-8-12', 50, 33),
(61, 'REF61', '2023-1-25', 15, 14),
(62, 'REF62', '2023-3-6', 27, 16),
(63, 'REF63', '2023-4-7', 36, 10),
(64, 'REF64', '2023-2-7', 65, 1),
(65, 'REF65', '2023-3-24', 61, 7),
(66, 'REF66', '2023-12-22', 80, 44),
(67, 'REF67', '2023-4-27', 99, 27),
(68, 'REF68', '2023-8-17', 6, 24),
(69, 'REF69', '2023-9-4', 85, 6),
(70, 'REF70', '2023-6-24', 99, 40),
(71, 'REF71', '2023-4-2', 99, 28),
(72, 'REF72', '2023-4-15', 58, 15),
(73, 'REF73', '2023-4-9', 27, 12),
(74, 'REF74', '2023-10-27', 45, 17),
(75, 'REF75', '2023-10-2', 62, 9),
(76, 'REF76', '2023-7-1', 61, 39),
(77, 'REF77', '2023-6-26', 70, 34),
(78, 'REF78', '2023-4-1', 26, 24),
(79, 'REF79', '2023-5-26', 71, 28),
(80, 'REF80', '2023-1-4', 15, 5),
(81, 'REF81', '2023-7-5', 60, 27),
(82, 'REF82', '2023-5-14', 24, 3),
(83, 'REF83', '2023-4-7', 86, 33),
(84, 'REF84', '2023-5-1', 21, 26),
(85, 'REF85', '2023-4-7', 2, 2),
(86, 'REF86', '2023-5-19', 9, 13),
(87, 'REF87', '2023-9-14', 38, 43),
(88, 'REF88', '2023-4-11', 68, 27),
(89, 'REF89', '2023-5-18', 23, 32),
(90, 'REF90', '2023-1-11', 100, 5),
(91, 'REF91', '2023-6-27', 5, 49),
(92, 'REF92', '2023-12-27', 4, 6),
(93, 'REF93', '2023-7-9', 100, 18),
(94, 'REF94', '2023-9-24', 100, 46),
(95, 'REF95', '2023-2-11', 17, 49),
(96, 'REF96', '2023-6-10', 6, 21),
(97, 'REF97', '2023-6-4', 23, 13),
(98, 'REF98', '2023-7-3', 85, 2),
(99, 'REF99', '2023-4-22', 53, 49),
(100, 'REF100', '2023-11-20', 85, 18),
(101, 'REF101', '2023-7-1', 74, 46),
(102, 'REF102', '2023-1-2', 61, 27),
(103, 'REF103', '2023-6-8', 67, 42),
(104, 'REF104', '2023-9-14', 44, 45),
(105, 'REF105', '2023-6-12', 23, 43),
(106, 'REF106', '2023-2-4', 64, 1),
(107, 'REF107', '2023-6-27', 15, 33),
(108, 'REF108', '2023-11-28', 1, 18),
(109, 'REF109', '2023-12-26', 46, 8),
(110, 'REF110', '2023-5-24', 30, 28),
(111, 'REF111', '2023-11-26', 94, 3),
(112, 'REF112', '2023-12-4', 62, 1),
(113, 'REF113', '2023-5-26', 68, 30),
(114, 'REF114', '2023-11-15', 20, 4),
(115, 'REF115', '2023-7-2', 11, 43),
(116, 'REF116', '2023-2-24', 63, 29),
(117, 'REF117', '2023-10-17', 25, 9),
(118, 'REF118', '2023-3-6', 86, 30),
(119, 'REF119', '2023-10-16', 48, 34),
(120, 'REF120', '2023-4-2', 36, 21),
(121, 'REF121', '2023-10-5', 78, 46),
(122, 'REF122', '2023-5-28', 61, 37),
(123, 'REF123', '2023-5-8', 33, 14),
(124, 'REF124', '2023-12-26', 55, 24),
(125, 'REF125', '2023-1-13', 90, 48),
(126, 'REF126', '2023-2-27', 29, 23),
(127, 'REF127', '2023-7-19', 34, 17),
(128, 'REF128', '2023-4-9', 35, 5),
(129, 'REF129', '2023-7-17', 8, 43),
(130, 'REF130', '2023-8-20', 59, 23),
(131, 'REF131', '2023-2-13', 28, 9),
(132, 'REF132', '2023-4-4', 65, 1),
(133, 'REF133', '2023-4-15', 31, 27),
(134, 'REF134', '2023-11-1', 28, 41),
(135, 'REF135', '2023-6-2', 96, 2),
(136, 'REF136', '2023-5-22', 70, 37),
(137, 'REF137', '2023-7-27', 87, 20),
(138, 'REF138', '2023-9-13', 59, 16),
(139, 'REF139', '2023-4-12', 45, 11),
(140, 'REF140', '2023-2-8', 38, 37),
(141, 'REF141', '2023-1-22', 34, 35),
(142, 'REF142', '2023-12-19', 17, 30),
(143, 'REF143', '2023-7-18', 5, 25),
(144, 'REF144', '2023-6-7', 17, 21),
(145, 'REF145', '2023-9-19', 12, 9),
(146, 'REF146', '2023-7-24', 60, 2),
(147, 'REF147', '2023-5-17', 16, 46),
(148, 'REF148', '2023-11-4', 57, 41),
(149, 'REF149', '2023-10-28', 96, 11),
(150, 'REF150', '2023-1-5', 7, 31),
(151, 'REF151', '2023-5-6', 71, 29),
(152, 'REF152', '2023-11-22', 61, 20),
(153, 'REF153', '2023-2-16', 20, 28),
(154, 'REF154', '2023-7-26', 78, 27),
(155, 'REF155', '2023-6-2', 93, 24),
(156, 'REF156', '2023-2-18', 58, 23),
(157, 'REF157', '2023-8-13', 17, 22),
(158, 'REF158', '2023-1-11', 99, 33),
(159, 'REF159', '2023-2-15', 40, 47),
(160, 'REF160', '2023-1-25', 89, 16),
(161, 'REF161', '2023-7-15', 82, 4),
(162, 'REF162', '2023-8-17', 66, 10),
(163, 'REF163', '2023-3-20', 91, 49),
(164, 'REF164', '2023-7-20', 18, 28),
(165, 'REF165', '2023-4-2', 32, 42),
(166, 'REF166', '2023-4-9', 23, 39),
(167, 'REF167', '2023-5-13', 45, 29),
(168, 'REF168', '2023-7-14', 21, 7),
(169, 'REF169', '2023-6-19', 5, 45),
(170, 'REF170', '2023-2-3', 15, 46),
(171, 'REF171', '2023-8-6', 80, 50),
(172, 'REF172', '2023-3-8', 23, 27),
(173, 'REF173', '2023-4-23', 63, 27),
(174, 'REF174', '2023-10-15', 70, 7),
(175, 'REF175', '2023-9-23', 29, 7),
(176, 'REF176', '2023-6-23', 93, 20),
(177, 'REF177', '2023-8-25', 56, 49),
(178, 'REF178', '2023-2-2', 81, 24),
(179, 'REF179', '2023-5-21', 2, 50),
(180, 'REF180', '2023-2-16', 20, 25),
(181, 'REF181', '2023-1-27', 12, 9),
(182, 'REF182', '2023-8-5', 44, 8),
(183, 'REF183', '2023-4-17', 18, 35),
(184, 'REF184', '2023-9-18', 54, 44),
(185, 'REF185', '2023-5-4', 24, 3),
(186, 'REF186', '2023-7-20', 20, 32),
(187, 'REF187', '2023-10-16', 94, 22),
(188, 'REF188', '2023-10-27', 34, 28),
(189, 'REF189', '2023-3-2', 28, 19),
(190, 'REF190', '2023-10-19', 18, 47),
(191, 'REF191', '2023-12-9', 18, 13),
(192, 'REF192', '2023-8-22', 83, 9),
(193, 'REF193', '2023-5-9', 9, 19),
(194, 'REF194', '2023-2-15', 61, 47),
(195, 'REF195', '2023-3-25', 43, 50),
(196, 'REF196', '2023-5-8', 23, 13),
(197, 'REF197', '2023-6-9', 67, 32),
(198, 'REF198', '2023-7-17', 46, 50),
(199, 'REF199', '2023-10-20', 62, 6),
(200, 'REF200', '2023-8-3', 32, 6),
(201, 'REF201', '2023-12-15', 82, 23),
(202, 'REF202', '2023-2-25', 43, 4),
(203, 'REF203', '2023-12-28', 55, 42),
(204, 'REF204', '2023-3-25', 65, 43),
(205, 'REF205', '2023-5-12', 68, 3),
(206, 'REF206', '2023-3-3', 2, 36),
(207, 'REF207', '2023-2-20', 38, 31),
(208, 'REF208', '2023-12-20', 10, 20),
(209, 'REF209', '2023-5-15', 17, 20),
(210, 'REF210', '2023-8-28', 66, 35),
(211, 'REF211', '2023-12-26', 20, 28),
(212, 'REF212', '2023-11-21', 15, 38),
(213, 'REF213', '2023-6-6', 20, 16),
(214, 'REF214', '2023-7-9', 58, 40),
(215, 'REF215', '2023-12-25', 9, 43),
(216, 'REF216', '2023-1-23', 64, 38),
(217, 'REF217', '2023-6-13', 28, 48),
(218, 'REF218', '2023-10-10', 39, 5),
(219, 'REF219', '2023-1-18', 67, 9),
(220, 'REF220', '2023-1-28', 90, 15),
(221, 'REF221', '2023-7-20', 15, 26),
(222, 'REF222', '2023-2-23', 81, 6),
(223, 'REF223', '2023-12-2', 17, 44),
(224, 'REF224', '2023-10-23', 90, 49),
(225, 'REF225', '2023-1-20', 96, 43),
(226, 'REF226', '2023-11-18', 16, 21),
(227, 'REF227', '2023-5-1', 44, 45),
(228, 'REF228', '2023-6-21', 88, 5),
(229, 'REF229', '2023-2-1', 65, 4),
(230, 'REF230', '2023-8-1', 91, 7),
(231, 'REF231', '2023-6-16', 24, 28),
(232, 'REF232', '2023-12-12', 52, 45),
(233, 'REF233', '2023-8-28', 40, 9),
(234, 'REF234', '2023-4-19', 39, 15),
(235, 'REF235', '2023-5-3', 18, 18),
(236, 'REF236', '2023-5-6', 36, 42),
(237, 'REF237', '2023-9-22', 22, 44),
(238, 'REF238', '2023-2-4', 72, 30),
(239, 'REF239', '2023-6-14', 95, 9),
(240, 'REF240', '2023-9-1', 23, 2),
(241, 'REF241', '2023-1-26', 38, 17),
(242, 'REF242', '2023-12-19', 24, 24),
(243, 'REF243', '2023-5-27', 54, 39),
(244, 'REF244', '2023-3-14', 58, 9),
(245, 'REF245', '2023-6-18', 9, 10),
(246, 'REF246', '2023-7-26', 4, 19),
(247, 'REF247', '2023-7-9', 13, 46),
(248, 'REF248', '2023-8-28', 82, 1),
(249, 'REF249', '2023-5-14', 80, 9),
(250, 'REF250', '2023-12-5', 34, 31),
(251, 'REF251', '2023-5-9', 72, 10),
(252, 'REF252', '2023-7-13', 31, 19),
(253, 'REF253', '2023-7-18', 7, 46),
(254, 'REF254', '2023-12-28', 40, 5),
(255, 'REF255', '2023-3-8', 96, 28),
(256, 'REF256', '2023-10-20', 37, 7),
(257, 'REF257', '2023-8-19', 27, 23),
(258, 'REF258', '2023-6-21', 24, 3),
(259, 'REF259', '2023-9-14', 60, 35),
(260, 'REF260', '2023-1-11', 58, 14),
(261, 'REF261', '2023-5-9', 92, 36),
(262, 'REF262', '2023-12-23', 7, 31),
(263, 'REF263', '2023-4-20', 74, 14),
(264, 'REF264', '2023-1-9', 57, 27),
(265, 'REF265', '2023-6-1', 3, 30),
(266, 'REF266', '2023-9-2', 9, 4),
(267, 'REF267', '2023-9-6', 98, 8),
(268, 'REF268', '2023-6-28', 87, 19),
(269, 'REF269', '2023-8-28', 32, 5),
(270, 'REF270', '2023-12-21', 50, 20),
(271, 'REF271', '2023-7-28', 84, 42),
(272, 'REF272', '2023-1-27', 29, 42),
(273, 'REF273', '2023-11-22', 44, 34),
(274, 'REF274', '2023-2-18', 86, 34),
(275, 'REF275', '2023-1-28', 21, 28),
(276, 'REF276', '2023-9-8', 38, 33),
(277, 'REF277', '2023-8-15', 47, 43),
(278, 'REF278', '2023-11-3', 3, 48),
(279, 'REF279', '2023-1-5', 34, 32),
(280, 'REF280', '2023-5-26', 61, 18),
(281, 'REF281', '2023-3-15', 29, 43),
(282, 'REF282', '2023-4-24', 61, 3),
(283, 'REF283', '2023-1-25', 79, 28),
(284, 'REF284', '2023-11-7', 72, 46),
(285, 'REF285', '2023-5-8', 64, 17),
(286, 'REF286', '2023-1-6', 64, 21),
(287, 'REF287', '2023-8-15', 8, 18),
(288, 'REF288', '2023-1-18', 81, 32),
(289, 'REF289', '2023-2-15', 59, 50),
(290, 'REF290', '2023-8-20', 65, 38),
(291, 'REF291', '2023-4-8', 62, 25),
(292, 'REF292', '2023-7-21', 32, 1),
(293, 'REF293', '2023-6-26', 40, 37),
(294, 'REF294', '2023-11-20', 16, 5),
(295, 'REF295', '2023-1-21', 65, 16),
(296, 'REF296', '2023-6-23', 18, 40),
(297, 'REF297', '2023-12-3', 34, 33),
(298, 'REF298', '2023-5-18', 14, 21),
(299, 'REF299', '2023-12-6', 62, 1),
(300, 'REF300', '2023-5-6', 18, 39),
(301, 'REF301', '2023-5-11', 79, 27),
(302, 'REF302', '2023-8-7', 80, 43),
(303, 'REF303', '2023-8-11', 66, 23),
(304, 'REF304', '2023-11-1', 83, 39),
(305, 'REF305', '2023-8-6', 70, 14),
(306, 'REF306', '2023-3-22', 33, 44),
(307, 'REF307', '2023-11-22', 93, 40),
(308, 'REF308', '2023-6-6', 31, 33),
(309, 'REF309', '2023-12-19', 16, 6),
(310, 'REF310', '2023-4-5', 59, 5),
(311, 'REF311', '2023-5-10', 3, 50),
(312, 'REF312', '2023-4-25', 28, 44),
(313, 'REF313', '2023-4-21', 3, 40),
(314, 'REF314', '2023-11-12', 1, 12),
(315, 'REF315', '2023-3-1', 1, 2),
(316, 'REF316', '2023-5-1', 58, 13),
(317, 'REF317', '2023-9-12', 57, 4),
(318, 'REF318', '2023-4-8', 1, 3),
(319, 'REF319', '2023-4-10', 44, 39),
(320, 'REF320', '2023-10-5', 17, 45),
(321, 'REF321', '2023-6-23', 56, 21),
(322, 'REF322', '2023-8-4', 70, 28),
(323, 'REF323', '2023-10-6', 44, 8),
(324, 'REF324', '2023-11-8', 75, 12),
(325, 'REF325', '2023-10-19', 12, 47),
(326, 'REF326', '2023-12-14', 78, 20),
(327, 'REF327', '2023-4-22', 89, 24),
(328, 'REF328', '2023-9-26', 59, 28),
(329, 'REF329', '2023-11-6', 82, 49),
(330, 'REF330', '2023-6-2', 57, 31),
(331, 'REF331', '2023-1-26', 87, 49),
(332, 'REF332', '2023-11-13', 30, 23),
(333, 'REF333', '2023-8-14', 2, 33),
(334, 'REF334', '2023-10-13', 47, 17),
(335, 'REF335', '2023-3-15', 49, 3),
(336, 'REF336', '2023-7-8', 13, 1),
(337, 'REF337', '2023-8-26', 5, 8),
(338, 'REF338', '2023-2-6', 56, 4),
(339, 'REF339', '2023-12-28', 1, 20),
(340, 'REF340', '2023-5-25', 56, 18),
(341, 'REF341', '2023-12-25', 15, 22),
(342, 'REF342', '2023-9-11', 58, 47),
(343, 'REF343', '2023-11-12', 13, 18),
(344, 'REF344', '2023-3-23', 51, 36),
(345, 'REF345', '2023-11-4', 60, 21),
(346, 'REF346', '2023-4-25', 25, 31),
(347, 'REF347', '2023-3-17', 1, 13),
(348, 'REF348', '2023-6-4', 20, 34),
(349, 'REF349', '2023-12-3', 66, 19),
(350, 'REF350', '2023-10-18', 98, 49),
(351, 'REF351', '2023-10-6', 17, 2),
(352, 'REF352', '2023-2-28', 98, 5),
(353, 'REF353', '2023-9-27', 29, 45),
(354, 'REF354', '2023-10-21', 40, 2),
(355, 'REF355', '2023-2-21', 78, 2),
(356, 'REF356', '2023-5-19', 82, 5),
(357, 'REF357', '2023-1-25', 65, 7),
(358, 'REF358', '2023-7-17', 44, 47),
(359, 'REF359', '2023-2-28', 76, 21),
(360, 'REF360', '2023-10-21', 29, 34),
(361, 'REF361', '2023-2-20', 6, 47),
(362, 'REF362', '2023-11-19', 27, 40),
(363, 'REF363', '2023-9-27', 69, 29),
(364, 'REF364', '2023-7-20', 51, 20),
(365, 'REF365', '2023-10-14', 90, 48),
(366, 'REF366', '2023-7-20', 86, 26),
(367, 'REF367', '2023-4-3', 84, 39),
(368, 'REF368', '2023-10-3', 84, 19),
(369, 'REF369', '2023-5-23', 76, 37),
(370, 'REF370', '2023-8-19', 64, 18),
(371, 'REF371', '2023-11-7', 70, 26),
(372, 'REF372', '2023-11-16', 2, 48),
(373, 'REF373', '2023-5-3', 82, 22),
(374, 'REF374', '2023-3-22', 55, 24),
(375, 'REF375', '2023-12-26', 15, 29),
(376, 'REF376', '2023-11-19', 96, 36),
(377, 'REF377', '2023-8-7', 19, 5),
(378, 'REF378', '2023-11-25', 50, 37),
(379, 'REF379', '2023-2-18', 4, 44),
(380, 'REF380', '2023-9-16', 47, 50),
(381, 'REF381', '2023-9-19', 12, 21),
(382, 'REF382', '2023-6-13', 59, 44),
(383, 'REF383', '2023-10-2', 6, 5),
(384, 'REF384', '2023-12-11', 91, 13),
(385, 'REF385', '2023-10-20', 74, 49),
(386, 'REF386', '2023-8-22', 2, 16),
(387, 'REF387', '2023-8-24', 49, 20),
(388, 'REF388', '2023-2-14', 46, 37),
(389, 'REF389', '2023-9-27', 94, 5),
(390, 'REF390', '2023-1-28', 35, 27),
(391, 'REF391', '2023-10-22', 33, 47),
(392, 'REF392', '2023-2-17', 7, 22),
(393, 'REF393', '2023-10-8', 35, 44),
(394, 'REF394', '2023-1-16', 78, 37),
(395, 'REF395', '2023-11-20', 39, 47),
(396, 'REF396', '2023-6-28', 44, 7),
(397, 'REF397', '2023-7-22', 22, 45),
(398, 'REF398', '2023-11-3', 98, 9),
(399, 'REF399', '2023-8-7', 59, 12),
(400, 'REF400', '2023-12-3', 60, 13),
(401, 'REF401', '2023-10-4', 100, 39),
(402, 'REF402', '2023-9-20', 8, 21),
(403, 'REF403', '2023-9-19', 51, 39),
(404, 'REF404', '2023-7-16', 32, 19),
(405, 'REF405', '2023-1-17', 93, 31),
(406, 'REF406', '2023-4-10', 12, 21),
(407, 'REF407', '2023-8-4', 50, 11),
(408, 'REF408', '2023-6-3', 96, 10),
(409, 'REF409', '2023-4-10', 54, 11),
(410, 'REF410', '2023-9-23', 64, 3),
(411, 'REF411', '2023-7-12', 17, 38),
(412, 'REF412', '2023-7-20', 90, 10),
(413, 'REF413', '2023-5-12', 51, 31),
(414, 'REF414', '2023-5-13', 13, 32),
(415, 'REF415', '2023-6-6', 40, 45),
(416, 'REF416', '2023-9-19', 49, 27),
(417, 'REF417', '2023-1-10', 64, 42),
(418, 'REF418', '2023-7-7', 80, 27),
(419, 'REF419', '2023-1-16', 40, 18),
(420, 'REF420', '2023-2-10', 18, 46),
(421, 'REF421', '2023-9-2', 27, 44),
(422, 'REF422', '2023-6-20', 98, 49),
(423, 'REF423', '2023-1-13', 70, 8),
(424, 'REF424', '2023-12-9', 22, 18),
(425, 'REF425', '2023-6-7', 36, 12),
(426, 'REF426', '2023-11-26', 82, 14),
(427, 'REF427', '2023-3-26', 21, 44),
(428, 'REF428', '2023-7-8', 21, 5),
(429, 'REF429', '2023-6-23', 3, 14),
(430, 'REF430', '2023-9-18', 70, 34),
(431, 'REF431', '2023-11-8', 83, 25),
(432, 'REF432', '2023-12-7', 20, 6),
(433, 'REF433', '2023-1-22', 4, 39),
(434, 'REF434', '2023-11-6', 89, 21),
(435, 'REF435', '2023-9-15', 72, 13),
(436, 'REF436', '2023-10-24', 46, 4),
(437, 'REF437', '2023-8-28', 97, 2),
